"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2233","login user","chromium","Tue Dec 16 16:48:19 UTC 2025","passed","Tue Dec 16 16:48:21 UTC 2025","","login.spec.ts","",""
